popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre,year,explicit
85,0.889,0.496,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003,180522,rap,2018,0
76,0.745,0.646,-6.987,0.17,0.157,0.0,0.338,0.46,79.993,203908,rap,2017,0
83,0.796,0.586,-6.946,0.147,0.0247,0.0,0.132,0.179,97.981,200107,rap,2019,0
9,0.786,0.728,-5.744,0.344,0.101,0.0,0.0903,0.487,116.934,199480,rap,2015,0
76,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141,221933,rap,2007,0
67,0.512,0.598,-4.959,0.115,0.611,0.0,0.0881,0.345,70.189,213253,rap,2011,0
1,0.534,0.63,-7.048,0.191,0.0915,0.0,0.489,0.484,174.199,190293,rap,2017,0
60,0.473,0.318,-13.997,0.0341,0.679,0.865,0.0844,0.113,89.992,184000,rap,2019,0
42,0.259,0.76,-5.029,0.0709,0.0354,0.0,0.174,0.232,171.777,252000,rap,2019,0
49,0.79,0.509,-7.165,0.242,0.0372,0.0,0.144,0.354,136.958,177314,rap,2019,0
64,0.706,0.607,-10.121,0.314,0.0197,0.0,0.718,0.637,145.957,198975,rap,2019,0
43,0.917,0.239,-11.039,0.201,0.399,0.387,0.0954,0.441,90.007,193608,rap,2018,0
42,0.756,0.928,-5.233,0.138,0.0762,0.0,0.106,0.858,128.075,193345,rap,2019,0
20,0.74,0.526,-9.793,0.0555,0.499,0.000188,0.119,0.464,159.971,184600,rap,2020,0
26,0.727,0.793,-12.555,0.127,0.0924,0.000299,0.313,0.888,93.647,302987,rap,1992,0
61,0.852,0.874,-11.208,0.0427,0.0168,0.45,0.133,0.666,129.029,250627,rap,2002,0
32,0.711,0.419,-6.353,0.145,0.294,0.00013,0.0622,0.592,188.597,252370,rap,2014,0
53,0.737,0.89,-8.443,0.158,0.00556,0.00171,0.0801,0.809,105.848,262800,rap,1992,0
54,0.751,0.786,-7.441,0.383,0.0126,0.0,0.107,0.679,95.989,200840,rap,2001,0
53,0.667,0.209,-13.383,0.0501,0.922,0.932,0.124,0.664,148.152,84371,rap,2018,0
74,0.638,0.924,-3.887,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787,rap,2015,0
64,0.779,0.854,-4.958,0.219,0.0462,0.0,0.21,0.379,91.992,290360,rap,2019,0
24,0.69,0.783,-6.249,0.286,0.0115,0.0,0.155,0.681,176.494,375747,rap,2008,0
37,0.696,0.824,-4.458,0.265,0.565,0.0,0.374,0.686,171.001,301680,rap,2020,0
76,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387,rap,2019,0
37,0.756,0.831,-6.881,0.0666,0.0613,0.0,0.121,0.399,105.031,164583,rap,2019,0
70,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,rap,1993,0
46,0.824,0.676,-7.548,0.339,0.344,0.0,0.0998,0.817,172.73,201144,rap,2019,0
51,0.857,0.721,-12.702,0.341,0.118,0.0,0.178,0.594,109.806,193200,rap,1990,0
56,0.678,0.355,-10.102,0.0354,0.676,0.17,0.0912,0.158,80.982,183648,rap,2019,0
48,0.813,0.687,-10.178,0.152,0.0562,0.0,0.113,0.733,103.196,237533,rap,2005,0
42,0.741,0.594,-5.949,0.0604,0.118,0.0206,0.14,0.348,84.493,153373,rap,2019,0
56,0.52,0.506,-10.224,0.337,0.564,1.27e-05,0.105,0.326,129.225,264186,rap,2019,0
60,0.656,0.566,-9.501,0.339,0.0125,0.0,0.0655,0.563,137.215,199992,rap,2020,0
26,0.847,0.433,-5.846,0.771,0.116,0.0,0.384,0.587,80.036,244344,rap,2020,0
0,0.348,0.82,-7.605,0.0435,1.66e-06,0.655,0.129,0.235,89.796,325382,rap,1999,0
73,0.814,0.665,-7.87,0.173,0.351,0.00172,0.108,0.326,126.027,265356,rap,2019,0
63,0.915,0.79,-3.186,0.207,0.16,0.0,0.112,0.967,140.095,275907,rap,2000,0
65,0.811,0.726,-6.726,0.323,0.362,1.88e-06,0.121,0.57,150.061,235897,rap,2018,0
47,0.589,0.194,-13.551,0.0974,0.972,0.873,0.0841,0.474,82.123,163500,rap,2018,0
32,0.661,0.752,-6.123,0.0869,0.0214,0.00566,0.258,0.617,93.107,242133,rap,2009,0
0,0.706,0.947,-4.654,0.182,0.0176,0.598,0.0529,0.298,99.976,202933,rap,2016,0
10,0.508,0.687,-4.361,0.326,0.551,3.41e-06,0.126,0.555,180.044,205600,rap,2016,0
75,0.743,0.732,-4.511,0.104,0.0509,1.77e-05,0.227,0.339,123.994,203373,rap,2017,0
89,0.559,0.491,-6.406,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,rap,2019,0
55,0.589,0.541,-10.087,0.163,0.122,0.00414,0.0882,0.236,133.97,184013,rap,2014,0
50,0.798,0.906,-3.514,0.0936,0.243,0.0,0.202,0.806,103.021,210000,rap,2019,0
41,0.531,0.614,-8.746,0.297,0.627,1.12e-05,0.171,0.636,81.293,180337,rap,2019,0
44,0.538,0.882,-6.098,0.0443,0.0672,0.317,0.143,0.252,159.98,237000,rap,2019,0
30,0.805,0.49,-8.575,0.191,0.0614,0.0,0.101,0.952,95.826,161373,rap,2008,0
0,0.81,0.5,-11.823,0.265,0.00119,0.0,0.114,0.336,90.036,209307,rap,1994,0
24,0.863,0.549,-11.739,0.386,0.02,0.0,0.343,0.772,152.041,296560,rap,1994,0
7,0.853,0.638,-6.368,0.163,0.0164,3.19e-06,0.0276,0.868,100.993,238893,rap,2002,0
60,0.889,0.466,-10.74,0.36,0.0846,7.44e-06,0.384,0.403,100.17,177067,rap,1993,0
0,0.699,0.67,-9.465,0.0561,0.135,0.0,0.138,0.76,95.984,247800,rap,2016,0
64,0.772,0.413,-8.193,0.089,0.0361,0.0,0.111,0.211,131.965,246213,rap,2012,0
46,0.58,0.705,-9.425,0.0374,0.0144,2.72e-05,0.213,0.629,160.986,223552,rap,2017,0
45,0.863,0.368,-12.307,0.0396,0.299,0.000324,0.102,0.445,119.994,192235,rap,2019,0
5,0.644,0.479,-8.352,0.177,0.169,0.0,0.639,0.612,79.929,180680,rap,2013,0
4,0.758,0.774,-4.487,0.389,0.717,0.0,0.123,0.825,80.112,169867,rap,2013,0
34,0.214,0.942,-3.928,0.157,0.000359,0.708,0.0942,0.391,130.433,346117,rap,2005,0
13,0.816,0.818,-6.314,0.184,0.217,0.0,0.138,0.766,143.07,299827,rap,2000,0
63,0.403,0.696,-5.956,0.236,0.00114,0.265,0.0722,0.0696,89.999,272562,rap,2016,0
75,0.671,0.833,-5.152,0.395,0.0825,0.0,0.0726,0.702,79.351,233278,rap,2019,0
3,0.552,0.653,-6.881,0.228,0.329,0.0003,0.202,0.293,93.893,195547,rap,2005,0
44,0.609,0.474,-9.972,0.493,0.177,1.81e-05,0.125,0.422,100.049,159614,rap,2019,0
25,0.603,0.809,-5.582,0.0314,0.000132,0.0322,0.202,0.542,124.01,280867,rap,2009,0
57,0.824,0.427,-8.314,0.182,0.387,0.0,0.0915,0.566,148.008,143020,rap,2018,0
41,0.293,0.928,-4.865,0.095,4.2e-05,0.0325,0.197,0.507,106.113,251973,rap,2006,0
41,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,rap,2019,0
0,0.563,0.68,-5.953,0.39,0.236,3.28e-05,0.122,0.0396,180.218,110000,rap,2017,0
75,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,rap,2015,0
30,0.841,0.629,-10.379,0.274,0.781,0.0,0.116,0.674,119.047,232777,rap,2014,0
42,0.463,0.694,-5.755,0.229,0.257,0.0,0.0734,0.438,184.438,211182,rap,2014,0
79,0.627,0.675,-7.125,0.213,0.125,0.0,0.0784,0.961,79.31,277107,rap,2019,0
63,0.776,0.587,-7.004,0.0604,0.424,1.04e-06,0.201,0.652,140.029,216917,rap,2018,0
35,0.957,0.524,-7.418,0.241,0.00842,0.0,0.122,0.516,105.107,306467,rap,2012,0
49,0.771,0.745,-4.337,0.152,0.0172,0.0,0.0875,0.713,155.967,259733,rap,2003,0
71,0.966,0.563,-5.764,0.0618,0.00202,0.0,0.105,0.363,104.991,173926,rap,2019,0
60,0.873,0.479,-6.683,0.222,0.656,8.13e-06,0.19,0.945,108.014,135013,rap,2019,0
59,0.769,0.867,-2.809,0.166,0.386,0.0,0.126,0.688,130.165,140212,rap,2019,0
44,0.534,0.742,-6.674,0.0973,0.133,0.0,0.587,0.3,154.072,335000,rap,2016,0
50,0.866,0.818,-4.111,0.26,0.0137,0.0,0.132,0.747,103.332,219947,rap,1988,0
63,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,274333,rap,2006,0
16,0.722,0.708,-5.683,0.324,0.125,0.0,0.329,0.236,76.985,154721,rap,2019,0
75,0.873,0.719,-5.948,0.248,0.03,0.0,0.333,0.858,93.281,307773,rap,1996,0
37,0.53,0.592,-6.781,0.546,0.0841,0.0,0.224,0.0894,84.979,162067,rap,2015,0
46,0.543,0.744,-5.907,0.0306,0.166,0.0,0.146,0.595,136.894,242666,rap,2012,0
1,0.791,0.638,-6.362,0.246,0.153,3.98e-06,0.36,0.393,82.102,312373,rap,1998,0
48,0.552,0.842,-4.961,0.285,0.0176,0.00327,0.258,0.561,89.017,281960,rap,2000,0
69,0.934,0.735,-6.668,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107,rap,1994,0
43,0.894,0.657,-9.086,0.284,0.103,0.0,0.0806,0.906,150.088,169600,rap,2019,0
31,0.559,0.435,-9.524,0.0986,0.206,0.0,0.0661,0.587,165.055,315493,rap,2008,0
82,0.729,0.603,-6.736,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,rap,2019,0
72,0.619,0.67,-10.319,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933,rap,1993,0
29,0.943,0.455,-7.543,0.296,0.152,0.0135,0.0595,0.838,107.94,190840,rap,2014,0
36,0.798,0.579,-5.983,0.537,0.664,0.0,0.109,0.733,124.619,182360,rap,2019,0
45,0.669,0.8,-5.609,0.117,0.358,0.0,0.241,0.179,105.052,170310,rap,2019,0
77,0.692,0.744,-4.565,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467,rap,2005,0
72,0.831,0.814,-7.364,0.42,0.0598,0.0134,0.0556,0.389,156.985,124539,rap,2017,0
13,0.839,0.691,-7.239,0.0492,0.000165,0.000271,0.118,0.246,140.979,299750,rap,2017,0
64,0.863,0.645,-10.297,0.484,0.523,2.28e-05,0.186,0.763,140.009,125205,rap,2019,0
53,0.639,0.559,-6.844,0.0513,0.0781,0.0,0.136,0.103,77.616,241237,rap,2019,0
12,0.461,0.841,-6.748,0.34,0.0141,0.0,0.253,0.599,75.524,190728,rap,2017,0
42,0.562,0.859,-3.29,0.411,0.15,0.146,0.0794,0.397,184.059,240000,rap,2019,0
46,0.728,0.318,-12.446,0.0776,0.182,0.951,0.115,0.909,89.748,93000,rap,2018,0
70,0.763,0.542,-6.753,0.148,0.639,0.0,0.113,0.504,142.031,122113,rap,2019,0
41,0.594,0.857,-6.441,0.0423,0.126,0.729,0.111,0.0581,102.882,195449,rap,2019,0
46,0.495,0.619,-5.989,0.154,0.381,0.014,0.177,0.141,93.513,176229,rap,2019,0
27,0.815,0.741,-3.549,0.127,0.0393,0.0,0.0962,0.251,132.055,89973,rap,2018,0
55,0.694,0.711,-5.525,0.221,0.0397,0.0,0.112,0.283,138.049,127524,rap,2015,0
78,0.849,0.655,-2.899,0.106,0.266,0.0,0.0781,0.76,161.966,264483,rap,2019,0
61,0.654,0.733,-4.127,0.0705,0.59,3.48e-06,0.0751,0.45,140.005,281653,rap,2019,0
68,0.787,0.727,-7.194,0.265,0.000997,0.0017,0.376,0.21,141.52,140038,rap,2017,0
47,0.65,0.661,-7.186,0.266,0.00993,1.11e-05,0.294,0.173,94.914,173600,rap,2016,0
44,0.898,0.624,-7.414,0.334,0.0737,0.0,0.246,0.854,140.034,129035,rap,2020,0
74,0.797,0.802,-4.797,0.118,0.353,0.000733,0.156,0.637,108.048,162173,rap,2019,0
54,0.565,0.673,-6.503,0.0377,0.481,0.415,0.103,0.0461,89.005,148000,rap,2019,0
40,0.715,0.453,-9.738,0.339,0.791,0.0,0.0698,0.465,75.003,254399,rap,2019,0
47,0.495,0.926,-3.333,0.0556,0.0126,0.0,0.263,0.523,155.031,176079,rap,2019,0
18,0.741,0.478,-13.757,0.224,0.00399,0.0211,0.15,0.328,104.206,246360,rap,2020,0
65,0.874,0.714,-6.664,0.129,0.0155,0.0,0.0968,0.541,95.826,265600,rap,1998,0
22,0.547,0.765,-5.795,0.519,0.0128,0.0,0.212,0.417,79.253,306307,rap,2005,0
36,0.57,0.518,-12.438,0.0512,0.261,0.0237,0.187,0.226,132.96,185937,rap,2019,0
57,0.777,0.101,-11.868,0.202,0.604,0.339,0.0881,0.504,82.924,96779,rap,2019,0
49,0.713,0.839,-6.377,0.349,0.00417,0.706,0.106,0.0369,150.004,149230,rap,2016,0
64,0.753,0.652,-5.943,0.0753,0.444,0.0,0.117,0.745,139.962,123560,rap,2019,0
41,0.713,0.389,-8.157,0.0839,0.165,0.637,0.0706,0.217,178.07,167497,rap,2017,0
27,0.876,0.734,-4.361,0.21,0.000812,0.0,0.0515,0.666,143.865,214920,rap,2020,0
47,0.781,0.633,-6.983,0.291,0.0969,0.000984,0.154,0.913,100.414,174800,rap,1999,0
56,0.774,0.65,-6.4,0.25,0.126,2.63e-06,0.122,0.358,84.389,170397,rap,2019,0
68,0.646,0.709,-6.005,0.0381,0.00925,0.000308,0.115,0.281,80.504,159150,rap,2018,0
54,0.561,0.0644,-13.783,0.481,0.197,0.884,0.0932,0.96,130.583,76835,rap,2018,0
1,0.814,0.217,-15.636,0.086,0.785,0.908,0.1,0.722,82.965,68000,rap,2017,0
78,0.867,0.761,-5.1,0.0937,0.336,2.12e-06,0.0654,0.609,122.952,316000,rap,2019,0
63,0.763,0.85,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,rap,1998,0
56,0.62,0.349,-11.26,0.107,0.761,0.92,0.127,0.378,78.904,168608,rap,2018,0
61,0.855,0.307,-10.599,0.0732,0.365,0.854,0.105,0.174,89.993,149333,rap,2018,0
63,0.7,0.616,-8.505,0.155,0.27,0.0,0.174,0.55,140.0,175429,rap,2019,0
36,0.756,0.754,-5.251,0.309,0.466,0.0,0.11,0.65,84.931,232620,rap,2017,0
41,0.726,0.74,-5.229,0.129,0.46,0.0,0.106,0.784,173.975,220690,rap,2019,0
68,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,185143,rap,2015,0
7,0.853,0.558,-7.448,0.202,0.0462,0.0,0.341,0.654,142.079,205879,rap,2015,0
59,0.52,0.847,-5.3,0.427,0.272,0.0,0.325,0.799,177.371,302013,rap,2004,0
34,0.793,0.423,-8.165,0.469,0.247,0.0,0.0873,0.101,86.971,155866,rap,2019,0
41,0.68,0.754,-6.562,0.0494,0.00998,0.192,0.157,0.107,122.03,240000,rap,2018,0
54,0.798,0.553,-6.296,0.348,0.102,0.0,0.113,0.158,144.052,186680,rap,2017,0
14,0.699,0.82,-4.968,0.243,0.00712,0.0,0.319,0.468,130.015,190427,rap,2020,0
35,0.525,0.871,-3.05,0.0756,0.102,0.00042,0.295,0.161,145.183,268552,rap,2019,0
59,0.437,0.81,-7.004,0.0518,0.186,0.0,0.371,0.315,137.542,301647,rap,2019,0
56,0.813,0.897,-4.592,0.264,0.0157,0.00106,0.0391,0.863,93.029,312640,rap,1996,0
0,0.61,0.746,-6.384,0.291,0.362,0.0,0.191,0.677,96.098,245013,rap,2020,0
0,0.424,0.612,-5.007,0.323,0.139,0.0,0.0813,0.157,176.188,232777,rap,2017,0
60,0.841,0.738,-5.317,0.3,0.102,0.0235,0.0901,0.305,93.725,255893,rap,1994,0
63,0.616,0.375,-16.921,0.0405,0.905,0.896,0.332,0.333,159.972,132000,rap,2018,0
52,0.664,0.834,-3.761,0.0846,0.0326,0.0,0.273,0.47,86.025,197103,rap,2018,0
60,0.774,0.577,-6.146,0.0829,0.516,0.00131,0.28,0.184,86.01,255000,rap,2019,0
72,0.844,0.784,-6.218,0.0346,0.47,0.0,0.245,0.95,125.974,209032,rap,2019,0
69,0.571,0.739,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,rap,2004,0
45,0.637,0.2,-17.277,0.205,0.303,0.00528,0.102,0.414,90.001,224000,rap,2016,0
98,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79,0.642,116.971,196653,rap,2019,0
21,0.794,0.695,-7.045,0.245,0.0182,0.00156,0.0972,0.774,80.999,191293,rap,2013,0
56,0.767,0.867,-2.931,0.247,0.109,0.0,0.155,0.786,151.965,224211,rap,2019,0
37,0.548,0.534,-10.493,0.342,0.0898,0.0,0.138,0.192,155.872,224679,rap,2016,0
93,0.886,0.672,-4.394,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,rap,2019,0
35,0.707,0.564,-10.141,0.067,0.0462,0.441,0.137,0.238,80.042,192000,rap,2019,0
31,0.885,0.787,-4.946,0.248,0.045,0.0,0.151,0.861,94.996,146526,rap,2018,0
32,0.714,0.744,-6.437,0.0547,0.232,0.0,0.152,0.96,79.946,232827,rap,2014,0
65,0.589,0.827,-2.938,0.384,0.0143,0.00151,0.14,0.386,161.978,256240,rap,2003,0
42,0.784,0.358,-10.151,0.0613,0.85,0.961,0.11,0.89,169.899,101647,rap,2018,0
74,0.78,0.768,-4.325,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,rap,2000,0
55,0.805,0.653,-11.251,0.185,0.138,0.0,0.1,0.257,100.349,270067,rap,2020,0
0,0.939,0.754,-6.22,0.113,0.124,0.0,0.113,0.647,110.002,183354,rap,2017,0
51,0.68,0.707,-5.133,0.127,0.00914,0.00638,0.097,0.228,159.941,149804,rap,2018,0
52,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,rap,2015,0
16,0.712,0.891,-6.457,0.24,0.0557,0.0,0.133,0.799,170.13,225933,rap,2019,0
46,0.776,0.57,-5.392,0.0335,0.222,2.23e-06,0.111,0.964,103.028,234707,rap,2011,0
31,0.68,0.559,-5.545,0.129,0.172,0.0,0.318,0.137,202.006,194520,rap,2019,0
47,0.624,0.435,-15.44,0.245,0.000917,1.17e-06,0.41,0.735,179.267,279733,rap,1987,0
30,0.84,0.789,-3.909,0.377,0.0983,0.0,0.144,0.793,84.06,353440,rap,2004,0
21,0.719,0.834,-5.977,0.281,0.223,0.0,0.559,0.579,161.714,311707,rap,1999,0
44,0.764,0.502,-6.392,0.0508,0.0162,0.0,0.0569,0.779,95.952,290040,rap,2020,0
72,0.798,0.815,-3.322,0.323,0.0267,0.0,0.342,0.732,109.83,152907,rap,2019,0
82,0.85,0.569,-8.152,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,rap,2018,0
1,0.75,0.851,-2.197,0.202,0.256,0.0,0.215,0.54,90.001,249533,rap,2004,0
45,0.61,0.489,-9.703,0.0678,0.63,0.0,0.112,0.584,76.365,200784,rap,2019,0
1,0.623,0.896,-4.719,0.247,0.035,0.0,0.0941,0.613,95.158,300933,rap,2000,0
0,0.706,0.634,-3.458,0.0469,0.00211,3.47e-06,0.0908,0.391,150.122,239604,rap,2019,0
46,0.778,0.87,-1.344,0.214,0.525,0.353,0.34,0.481,82.001,175720,rap,2019,0
41,0.564,0.608,-9.804,0.0394,0.307,0.0,0.0407,0.283,80.027,199467,rap,2017,0
49,0.467,0.796,-3.487,0.048,0.144,0.0,0.116,0.236,77.962,164712,rap,2019,0
25,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,rap,2013,0
35,0.764,0.889,-4.697,0.141,0.0438,0.0,0.377,0.59,122.208,270200,rap,2002,0
75,0.489,0.692,-6.672,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,rap,2005,0
1,0.736,0.47,-6.409,0.1,0.0397,0.0295,0.0816,0.171,96.229,159267,rap,2006,0
70,0.604,0.436,-8.32,0.188,0.0544,0.000242,0.162,0.239,107.978,361280,rap,2018,0
52,0.568,0.633,-6.212,0.409,0.0154,0.0,0.123,0.5,81.304,164665,rap,2015,0
64,0.615,0.424,-12.324,0.114,0.968,0.809,0.106,0.178,159.033,133165,rap,2019,0
74,0.794,0.51,-7.314,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,194561,rap,2014,0
54,0.722,0.791,-6.555,0.245,0.143,0.0,0.129,0.332,160.061,94582,rap,2019,0
32,0.4,0.963,-2.745,0.47,0.208,2.89e-06,0.348,0.366,169.61,386573,rap,2005,0
90,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,180435,rap,2019,0
73,0.85,0.5,-6.708,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,rap,2018,0
62,0.452,0.794,-5.151,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664,rap,2013,0
67,0.48,0.511,-7.709,0.199,0.316,0.0,0.215,0.346,149.587,142776,rap,2019,0
88,0.882,0.602,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,183011,rap,2019,0
45,0.487,0.867,-3.293,0.0543,0.00197,0.00602,0.0968,0.403,160.048,213000,rap,2014,0
73,0.899,0.624,-6.729,0.0534,0.432,0.00116,0.0885,0.751,132.05,156533,rap,2019,0
50,0.627,0.887,-8.899,0.64,0.16,0.0,0.114,0.23,94.52,173107,rap,2016,0
45,0.607,0.738,-7.034,0.4,0.128,3.44e-05,0.243,0.564,90.645,170653,rap,2015,0
65,0.84,0.571,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59,188493,rap,2007,0
52,0.59,0.427,-10.999,0.186,0.476,0.00059,0.352,0.343,118.925,126055,rap,2019,0
37,0.587,0.772,-7.308,0.0592,0.864,0.0,0.101,0.0918,105.996,151824,rap,2014,0
61,0.607,0.599,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491,253573,rap,2007,0
50,0.909,0.538,-10.117,0.0456,0.471,0.00233,0.11,0.74,111.958,150674,rap,2019,0
36,0.884,0.358,-17.725,0.25,0.244,0.0,0.116,0.483,94.019,311000,rap,2013,0
67,0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,240800,rap,2003,0
68,0.764,0.468,-9.181,0.446,0.24,0.0,0.252,0.756,77.044,163247,rap,2019,0
56,0.791,0.531,-8.105,0.333,0.351,0.0,0.0898,0.237,94.415,166484,rap,2019,0
49,0.879,0.591,-6.194,0.149,0.431,0.118,0.123,0.0748,134.99,142222,rap,2019,0
52,0.32,0.428,-10.338,0.0621,0.258,0.0075,0.134,0.0853,78.305,108942,rap,2018,0
27,0.731,0.654,-6.619,0.0548,0.296,3.47e-06,0.51,0.786,152.918,189804,rap,2018,0
50,0.754,0.299,-16.236,0.052,0.579,0.9,0.0475,0.897,143.862,135026,rap,2019,0
60,0.765,0.821,-5.926,0.183,0.0918,0.0,0.217,0.962,162.519,276800,rap,2003,0
44,0.832,0.54,-8.309,0.334,0.0707,0.0,0.438,0.561,138.8,193560,rap,2020,0
28,0.838,0.828,-4.172,0.267,0.0381,0.0,0.0642,0.721,88.012,251507,rap,1998,0
45,0.761,0.791,-6.392,0.323,0.201,0.0,0.107,0.783,174.047,223970,rap,2014,0
2,0.78,0.643,-4.154,0.121,0.0381,0.0,0.115,0.211,169.995,150041,rap,2019,0
58,0.639,0.359,-8.64,0.0662,0.0839,0.769,0.116,0.149,91.094,159560,rap,2019,0
58,0.508,0.717,-6.882,0.186,0.0268,0.0,0.175,0.209,96.591,198621,rap,2019,0
76,0.602,0.751,-4.358,0.327,0.173,0.0,0.667,0.934,163.874,196745,rap,2019,0
57,0.849,0.755,-7.399,0.363,0.346,0.0,0.0564,0.393,144.186,206655,rap,2014,0
28,0.599,0.815,-7.638,0.337,0.125,0.0,0.0877,0.623,72.437,311640,rap,2011,0
18,0.812,0.707,-6.815,0.0752,0.236,0.0,0.587,0.248,109.992,175203,rap,2016,0
26,0.623,0.965,-4.686,0.263,0.105,0.0,0.0723,0.478,92.54,159009,rap,2020,0
1,0.77,0.878,-4.033,0.155,0.0228,0.0,0.0959,0.679,170.272,219925,rap,2018,0
43,0.866,0.555,-7.292,0.0743,0.187,0.0,0.0566,0.455,120.005,156047,rap,2019,0
61,0.745,0.869,-4.375,0.0444,0.00193,0.0,0.0799,0.814,104.015,168641,rap,2015,0
35,0.864,0.552,-4.648,0.202,0.199,0.0,0.126,0.33,150.05,259453,rap,2020,0
0,0.936,0.476,-11.439,0.403,0.0139,0.0,0.402,0.363,121.979,175543,rap,2017,0
0,0.636,0.535,-8.021,0.0366,0.329,0.0006,0.136,0.197,159.825,171363,rap,2017,0
28,0.665,0.89,-5.424,0.185,0.076,2.07e-05,0.143,0.281,139.912,187101,rap,2015,0
1,0.683,0.833,-3.902,0.0838,0.00152,0.0,0.382,0.61,102.918,310667,rap,2014,0
66,0.875,0.658,-3.641,0.359,0.275,0.0,0.122,0.661,92.039,274093,rap,1996,0
41,0.699,0.575,-9.922,0.159,0.218,0.0,0.112,0.234,148.767,116240,rap,2019,0
78,0.83,0.71,-5.523,0.326,0.374,0.0,0.0877,0.703,93.977,237013,rap,2019,0
0,0.573,0.734,-8.216,0.363,0.0386,0.0,0.68,0.249,94.843,232920,rap,2014,0
70,0.782,0.568,-8.074,0.0772,0.0711,0.0203,0.143,0.454,118.033,218133,rap,2019,0
76,0.834,0.621,-6.156,0.0821,0.0918,0.0,0.0759,0.613,140.05,244506,rap,2018,0
18,0.495,0.72,-5.195,0.407,0.0917,0.0,0.567,0.359,178.052,265023,rap,2016,0
57,0.722,0.728,-4.458,0.0601,0.198,0.0,0.482,0.509,123.057,284133,rap,2017,0
36,0.702,0.745,-6.177,0.0655,0.015,4.37e-06,0.203,0.354,128.018,229336,rap,2019,0
51,0.697,0.501,-7.59,0.23,0.494,0.915,0.105,0.715,90.07,88000,rap,2019,0
57,0.863,0.815,-6.242,0.232,0.216,0.0,0.0887,0.636,108.972,200800,rap,2015,0
46,0.743,0.565,-10.454,0.324,0.778,0.000174,0.298,0.753,88.041,219786,rap,2019,0
55,0.761,0.748,-6.542,0.0724,0.155,0.0,0.111,0.695,150.122,174393,rap,2019,0
63,0.853,0.591,-5.583,0.179,0.174,0.0,0.0993,0.433,119.088,164598,rap,2017,0
76,0.888,0.43,-6.728,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013,rap,2019,0
67,0.652,0.862,-2.29,0.206,0.161,0.0,0.203,0.727,173.859,210000,rap,2019,0
2,0.694,0.728,-4.846,0.106,0.401,0.0,0.0966,0.251,130.067,263840,rap,2018,0
42,0.84,0.747,-9.112,0.435,0.481,1.55e-05,0.104,0.405,120.848,312333,rap,2005,0
22,0.676,0.5,-9.583,0.0563,0.0359,0.00164,0.127,0.171,92.039,127399,rap,2018,0
11,0.501,0.851,-5.111,0.292,0.0295,0.0,0.0775,0.627,95.058,219253,rap,2010,0
12,0.692,0.448,-13.417,0.0286,0.772,0.87,0.347,0.533,102.013,190112,rap,2018,0
21,0.809,0.859,-4.799,0.33,0.17,0.0,0.119,0.769,78.013,260187,rap,2020,0
56,0.698,0.86,-5.181,0.429,0.0368,0.0,0.0721,0.433,160.904,263920,rap,2007,0
0,0.39,0.895,-4.419,0.444,0.0344,0.0,0.247,0.646,85.407,253840,rap,2005,0
45,0.547,0.827,-5.975,0.324,0.00728,0.186,0.084,0.408,182.056,269200,rap,2014,0
37,0.819,0.835,-3.788,0.263,0.0485,0.0,0.278,0.53,90.992,225653,rap,2005,0
